Stock File,Total Rows,Duplicate Pairs,Row1,Row2,Date,Action,Qty,Price1,Price2,Cost1,Cost2,Exch1,Exch2
Ircon International Ltd.xlsx,27,8,16,20,2025-09-24 00:00:00,Buy,5,176.71,177.96,889.81,,NSE,NSE
Ircon International Ltd.xlsx,27,8,17,22,2025-09-03 00:00:00,Buy,20,174.75,175.99,3519.7,3519.7,NSE,NSE
Ircon International Ltd.xlsx,27,8,19,20,2025-09-24 00:00:00,Buy,5,177.96,177.96,,,NSE,NSE
Jio Financial Services Ltd(1).xlsx,7,0
Jio Financial Services Ltd.xlsx,28,1,12,13,2025-08-11 00:00:00,Buy,180,0.5,0.5,90,90,DIV,DIV
Kajaria Ceramics Ltd.xlsx,67,21,5,6,2026-02-04 00:00:00,Buy,1,911.7,911.7,918.16,918.16,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,5,7,2026-02-04 00:00:00,Buy,1,911.7,911.7,918.16,918.16,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,6,7,2026-02-04 00:00:00,Buy,1,911.7,911.7,918.16,918.16,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,9,10,2026-01-28 00:00:00,Buy,2,888.4,888.4,1789.42,1789.42,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,26,28,2025-12-23 00:00:00,Buy,1,1038.9,1038.9,1046.26,1046.26,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,29,30,2025-12-18 00:00:00,Buy,1,1077.2,1077.2,1084.84,1084.84,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,29,31,2025-12-18 00:00:00,Buy,1,1077.2,1077.3,1084.84,1084.94,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,29,32,2025-12-18 00:00:00,Buy,1,1077.2,1077.2,1084.84,1084.84,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,29,33,2025-12-18 00:00:00,Buy,1,1077.2,1077.1,1084.84,1084.74,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,30,31,2025-12-18 00:00:00,Buy,1,1077.2,1077.3,1084.84,1084.94,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,30,32,2025-12-18 00:00:00,Buy,1,1077.2,1077.2,1084.84,1084.84,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,30,33,2025-12-18 00:00:00,Buy,1,1077.2,1077.1,1084.84,1084.74,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,31,32,2025-12-18 00:00:00,Buy,1,1077.3,1077.2,1084.94,1084.84,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,31,33,2025-12-18 00:00:00,Buy,1,1077.3,1077.1,1084.94,1084.74,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,32,33,2025-12-18 00:00:00,Buy,1,1077.2,1077.1,1084.84,1084.74,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,55,57,2025-01-30 00:00:00,Buy,1,1019.62,1019.42,1019.62,1019.42,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,55,58,2025-01-30 00:00:00,Buy,1,1019.62,1019.62,1019.62,1019.62,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,57,58,2025-01-30 00:00:00,Buy,1,1019.42,1019.62,1019.42,1019.62,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,63,64,2024-03-28 00:00:00,Buy,1,1155.21,1155.25,1155.21,1155.25,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,63,65,2024-03-28 00:00:00,Buy,1,1155.21,1155.25,1155.21,1155.25,NSE,NSE
Kajaria Ceramics Ltd.xlsx,67,21,64,65,2024-03-28 00:00:00,Buy,1,1155.25,1155.25,1155.25,1155.25,NSE,NSE
LG Electronics India.xlsx,9,0
Larsen and Toubro Ltd.xlsx,153,13,24,25,2025-11-13 00:00:00,Buy,1,3994.75,3993.9,4023.08,4022.23,BSE,BSE
Larsen and Toubro Ltd.xlsx,153,13,30,37,2025-10-20 00:00:00,Buy,3,3869.15,3896.61,11689.83,,BSE,BSE
Larsen and Toubro Ltd.xlsx,153,13,31,32,2025-10-17 00:00:00,Buy,1,3856.9,3856.9,3884.25,3884.25,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,31,33,2025-10-17 00:00:00,Buy,1,3856.9,3856.9,3884.25,3884.25,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,32,33,2025-10-17 00:00:00,Buy,1,3856.9,3856.9,3884.25,3884.25,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,34,39,2025-09-24 00:00:00,Buy,3,3674.5,3700.56,11101.67,,BSE,BSE
Larsen and Toubro Ltd.xlsx,153,13,35,40,2025-09-03 00:00:00,Buy,2,3582.95,3608.37,7216.74,7216.74,BSE,BSE
Larsen and Toubro Ltd.xlsx,153,13,36,41,2025-09-01 00:00:00,Buy,3,3599.85,3625.29,10875.86,10875.86,BSE,BSE
Larsen and Toubro Ltd.xlsx,153,13,53,54,2025-02-17 00:00:00,Buy,1,3222.13,3222.13,3222.13,3222.13,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,109,110,2020-01-08 00:00:00,Buy,5,1294.546,1294.546,6516.87,6516.87,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,116,117,2020-01-01 00:00:00,Buy,1,1309.44,1309.44,1318.633,1318.635,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,116,118,2020-01-01 00:00:00,Buy,1,1309.44,1309.44,1318.633,1318.635,NSE,NSE
Larsen and Toubro Ltd.xlsx,153,13,117,118,2020-01-01 00:00:00,Buy,1,1309.44,1309.44,1318.635,1318.635,NSE,NSE
Majesco Ltd.xlsx,18,0
Manuppuram Finance Ltd.xlsx,2,0
Nippon Silver.xlsx,9,0
ONGC.xlsx,28,16,15,17,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,15,18,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,15,19,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,15,20,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,15,21,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,17,18,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,17,19,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,17,20,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,17,21,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,18,19,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,18,20,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,18,21,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,19,20,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,19,21,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,20,21,2025-10-23 00:00:00,Buy,1,249.8,249.8,251.57,251.57,NSE,NSE
ONGC.xlsx,28,16,24,26,2025-10-20 00:00:00,Buy,50,246.1,247.85,12392.29,,BSE,BSE
Oil India Ltd.xlsx,20,4,10,11,2025-10-23 00:00:00,Buy,10,413.9,413.9,4168.32,4168.32,NSE,NSE
Oil India Ltd.xlsx,20,4,12,15,2025-10-20 00:00:00,Buy,20,407.6,410.49,8209.81,,NSE,NSE
Oil India Ltd.xlsx,20,4,13,16,2025-10-17 00:00:00,Buy,10,410.7,413.61,4136.11,,BSE,NSE
Oil India Ltd.xlsx,20,4,14,17,2025-09-24 00:00:00,Buy,20,405,407.88,8157.56,,BSE,NSE
PI Industries Ltd.xlsx,30,4,18,19,2025-10-29 00:00:00,Buy,1,3593.2,3598.1,3618.66,3623.58,NSE,NSE
PI Industries Ltd.xlsx,30,4,23,27,2025-10-20 00:00:00,Buy,2,3582.8,3608.18,7216.37,,NSE,BSE
PI Industries Ltd.xlsx,30,4,24,28,2025-10-17 00:00:00,Buy,2,3539.5,3564.62,7129.24,,BSE,BSE
PI Industries Ltd.xlsx,30,4,25,29,2025-09-03 00:00:00,Buy,2,3750.95,3777.58,7555.16,7555.16,BSE,BSE
PNC Infratech Ltd.xlsx,5,0
Priti International Ltd.xlsx,16,1,10,11,2023-12-22 00:00:00,Sell,50.0,235.55,235.5,11777.42,11774.92,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,26,48,2025-10-20 00:00:00,Buy,40,330.7,333.04,13321.59,,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,28,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,34,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,36,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,37,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,39,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,27,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,34,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,36,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,37,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,39,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,28,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,30,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,31,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,32,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,33,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,35,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,29,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,31,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,32,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,33,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,35,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,30,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,32,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,33,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,35,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,31,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,33,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,35,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,32,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,35,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,33,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,34,36,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,34,37,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,34,39,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,34,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,34,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,35,38,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,35,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,35,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,35,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,35,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,36,37,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,36,39,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,36,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,36,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,37,39,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,37,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,37,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,38,40,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,38,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,38,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,38,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,39,44,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,39,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,40,41,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,40,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,40,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,41,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,41,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,42,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,44,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,46,50,2025-10-13 00:00:00,Buy,10,339.1,341.5,3414.95,,BSE,NSE
Rail Vikas Nigam.xlsx,47,86,47,51,2025-10-10 00:00:00,Buy,20,345.05,347.5,6950.08,,NSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,21,22,2025-11-18 00:00:00,Buy,1,359.15,359.15,361.69,361.69,NSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,31,33,2025-10-20 00:00:00,Buy,20,366.25,368.85,7376.93,,BSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,32,34,2025-08-28 00:00:00,Buy,10,340.2,342.61,3426.12,3426.12,NSE,NSE
Rallis India Ltd.xlsx,181,101,9,10,2026-01-08 00:00:00,Buy,5,259.05,259.05,1304.46,1304.46,NSE,NSE
Rallis India Ltd.xlsx,181,101,25,27,2025-11-17 00:00:00,Buy,1,252.15,252.15,253.93,253.93,NSE,NSE
Rallis India Ltd.xlsx,181,101,48,49,2025-10-30 00:00:00,Buy,2,267.7,267.7,539.18,539.18,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,60,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,64,2025-10-27 00:00:00,Buy,1,264.45,264.5,266.32,266.37,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,65,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,57,58,2025-10-27 00:00:00,Buy,2,264.5,264.45,532.75,532.65,NSE,NSE
Rallis India Ltd.xlsx,181,101,57,59,2025-10-27 00:00:00,Buy,2,264.5,264.5,532.75,532.75,NSE,NSE
Rallis India Ltd.xlsx,181,101,58,59,2025-10-27 00:00:00,Buy,2,264.45,264.5,532.65,532.75,NSE,NSE
Rallis India Ltd.xlsx,181,101,60,64,2025-10-27 00:00:00,Buy,1,264.45,264.5,266.32,266.37,NSE,NSE
Rallis India Ltd.xlsx,181,101,60,65,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,64,65,2025-10-27 00:00:00,Buy,1,264.5,264.45,266.37,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,68,76,2025-10-20 00:00:00,Buy,50,277.4,279.37,13968.6,,BSE,NSE
Rallis India Ltd.xlsx,181,101,69,77,2025-10-17 00:00:00,Buy,10,290.35,292.41,2924.07,,NSE,NSE
Rallis India Ltd.xlsx,181,101,70,78,2025-10-13 00:00:00,Buy,1,297.85,299.94,299.94,,NSE,NSE
Rallis India Ltd.xlsx,181,101,71,79,2025-10-13 00:00:00,Buy,9,297.85,299.95,2699.52,,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,74,2025-10-09 00:00:00,Buy,2,299.6,299.6,603.47,603.46,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,80,2025-10-09 00:00:00,Buy,2,299.6,301.74,603.47,,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,82,2025-10-09 00:00:00,Buy,2,299.6,301.73,603.47,,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,75,2025-10-09 00:00:00,Buy,8,299.6,299.6,2413.85,2413.85,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,81,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,83,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,74,80,2025-10-09 00:00:00,Buy,2,299.6,301.74,603.46,,NSE,NSE
Rallis India Ltd.xlsx,181,101,74,82,2025-10-09 00:00:00,Buy,2,299.6,301.73,603.46,,NSE,NSE
Rallis India Ltd.xlsx,181,101,75,81,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,75,83,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,80,82,2025-10-09 00:00:00,Buy,2,301.74,301.73,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,81,83,2025-10-09 00:00:00,Buy,8,301.73,301.73,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,88,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,90,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,90,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,91,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,92,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,90,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,90,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,92,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,92,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,92,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,93,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,94,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,97,102,2025-03-06 00:00:00,Buy,2,222.24,222.25,444.48,444.5,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,99,2025-03-06 00:00:00,Buy,1,222.27,222.26,222.27,222.26,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,101,2025-03-06 00:00:00,Buy,1,222.27,222.33,222.27,222.33,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,104,2025-03-06 00:00:00,Buy,1,222.27,222.25,222.27,222.25,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,105,2025-03-06 00:00:00,Buy,1,222.27,222.3,222.27,222.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,107,2025-03-06 00:00:00,Buy,1,222.27,222.29,222.27,222.29,NSE,NSE
